,FYear,FMonth,FDay,FD06,Departure,CityDeparture,Arrival,CityArrival,WeekOfYear,Trimester,Distance,Start,Finish
2325,2013,01,07,0.0,12,14,0,0,2.0,1.0,55,SE,SE
2326,2012,10,12,4.0,19,17,3,5,41.0,3.0,23,SW,SW
2327,2013,01,24,3.0,0,0,13,10,4.0,1.0,58,SE,SE
2328,2011,11,14,0.0,14,11,0,0,46.0,3.0,15,NE,SE
2329,2012,04,26,3.0,19,17,3,5,17.0,1.0,23,SW,SW
2330,2012,10,28,6.0,17,16,3,5,43.0,3.0,62,SW,SW
2331,2011,11,29,1.0,11,12,13,10,48.0,3.0,20,NE,SE
2332,2012,03,23,4.0,10,9,8,12,12.0,1.0,48,SW,NE
2333,2011,12,07,2.0,18,18,15,3,49.0,3.0,42,NW,NE
2334,2012,09,03,0.0,10,9,9,8,36.0,3.0,38,SW,SW
2335,2012,10,31,2.0,15,3,0,0,44.0,3.0,60,NE,SE
2336,2011,10,28,4.0,0,0,15,3,43.0,3.0,60,SE,NE
2337,2012,03,26,0.0,10,9,19,17,13.0,1.0,52,SW,SW
2338,2011,10,14,4.0,15,3,6,13,41.0,3.0,10,NE,NE
2339,2012,01,24,1.0,16,15,15,3,4.0,1.0,7,SE,NE
2340,2012,06,15,4.0,7,7,10,9,24.0,2.0,29,SE,SW
2341,2011,12,19,0.0,9,8,10,9,51.0,3.0,38,SW,SW
2342,2012,08,25,5.0,13,10,0,0,34.0,2.0,58,SE,SE
2343,2013,02,13,2.0,15,3,6,13,7.0,1.0,10,NE,NE
2344,2012,04,07,5.0,0,0,3,5,14.0,1.0,26,SE,SW
2345,2013,01,25,4.0,8,12,19,17,4.0,1.0,51,NE,SW
2346,2012,09,19,2.0,10,9,7,7,38.0,3.0,29,SW,SE
2347,2012,10,14,6.0,8,12,12,14,41.0,3.0,16,NE,SE
2348,2012,01,14,5.0,15,3,19,17,2.0,1.0,41,NE,SW
2349,2012,08,16,3.0,0,0,19,17,33.0,2.0,43,SE,SW
2350,2012,12,06,3.0,9,8,8,12,49.0,3.0,46,SW,NE
2351,2012,01,04,2.0,4,4,19,17,1.0,1.0,32,SE,SW
2352,2013,01,31,3.0,19,17,15,3,5.0,1.0,41,SW,NE
2353,2013,03,01,4.0,16,15,4,4,9.0,1.0,28,SE,SE
2354,2013,01,16,2.0,5,6,15,3,3.0,1.0,44,NE,NE
2355,2013,02,13,2.0,0,0,3,5,7.0,1.0,26,SE,SW
2356,2012,01,29,6.0,19,17,0,0,4.0,1.0,43,SW,SE
2357,2012,11,09,4.0,0,0,5,6,45.0,3.0,57,SE,NE
2358,2012,04,20,4.0,11,12,13,10,16.0,1.0,20,NE,SE
2359,2011,11,17,3.0,15,3,14,11,46.0,3.0,54,NE,NE
2360,2013,02,11,0.0,16,15,0,0,7.0,1.0,1,SE,SE
2361,2013,02,15,4.0,8,12,13,10,7.0,1.0,19,NE,SE
2362,2011,12,18,6.0,10,9,3,5,50.0,3.0,17,SW,SW
2363,2012,08,02,3.0,1,1,6,13,31.0,2.0,36,NE,NE
2364,2012,01,04,2.0,3,5,14,11,1.0,1.0,4,SW,NE
2365,2012,10,02,1.0,14,11,0,0,40.0,3.0,15,NE,SE
2366,2012,03,23,4.0,9,8,3,5,12.0,1.0,2,SW,SW
2367,2012,03,31,5.0,18,18,10,9,13.0,1.0,11,NW,SW
2368,2011,10,13,3.0,5,6,0,0,41.0,3.0,57,NE,SE
2369,2012,05,27,6.0,4,4,11,12,21.0,1.0,30,SE,NE
2370,2013,02,06,2.0,5,6,0,0,6.0,1.0,57,NE,SE
2371,2012,12,03,0.0,0,0,19,17,49.0,3.0,43,SE,SW
2372,2013,02,01,4.0,19,17,4,4,5.0,1.0,32,SW,SE
2373,2011,12,09,4.0,10,9,1,1,49.0,3.0,49,SW,NE
2374,2012,06,16,5.0,13,10,11,12,24.0,2.0,20,SE,NE
2375,2011,09,10,5.0,3,5,0,0,36.0,3.0,26,SW,SE
2376,2012,01,11,2.0,1,1,6,13,2.0,1.0,36,NE,NE
2377,2012,05,31,3.0,16,15,1,1,22.0,1.0,45,SE,NE
2378,2012,06,05,1.0,3,5,0,0,23.0,2.0,26,SW,SE
2379,2011,09,30,4.0,10,9,7,7,39.0,3.0,29,SW,SE
2380,2012,02,17,4.0,15,3,4,4,7.0,1.0,8,NE,SE
2381,2012,03,19,0.0,19,17,6,13,12.0,1.0,50,SW,NE
2382,2012,11,01,3.0,12,14,6,13,44.0,3.0,14,SE,NE
2383,2013,01,14,0.0,0,0,4,4,3.0,1.0,5,SE,SE
2384,2012,01,02,0.0,1,1,10,9,1.0,1.0,49,NE,SW
2385,2012,03,29,3.0,4,4,1,1,13.0,1.0,33,SE,NE
2386,2012,10,09,1.0,10,9,19,17,41.0,3.0,52,SW,SW
2387,2012,08,07,1.0,3,5,18,18,32.0,2.0,25,SW,NW
2388,2012,04,05,3.0,19,17,0,0,14.0,1.0,43,SW,SE
2389,2012,10,02,1.0,8,12,9,8,40.0,3.0,46,NE,SW
2390,2012,06,04,0.0,10,9,0,0,23.0,2.0,40,SW,SE
2391,2012,07,02,0.0,0,0,14,11,27.0,2.0,15,SE,NE
2392,2011,12,11,6.0,10,9,7,7,49.0,3.0,29,SW,SE
2393,2012,08,23,3.0,10,9,1,1,34.0,2.0,49,SW,NE
2394,2012,09,17,0.0,6,13,1,1,38.0,3.0,36,NE,NE
2395,2012,07,27,4.0,11,12,13,10,30.0,2.0,20,NE,SE
2396,2013,02,26,1.0,0,0,1,1,9.0,1.0,18,SE,NE
2397,2012,05,28,0.0,6,13,19,17,22.0,1.0,50,NE,SW
2398,2011,12,10,5.0,0,0,3,5,49.0,3.0,26,SE,SW
2399,2012,09,08,5.0,19,17,3,5,36.0,3.0,23,SW,SW
2400,2012,08,25,5.0,11,12,13,10,34.0,2.0,20,NE,SE
2401,2011,12,17,5.0,10,9,3,5,50.0,3.0,17,SW,SW
2402,2011,12,20,1.0,15,3,9,8,51.0,3.0,34,NE,SW
2403,2011,11,07,0.0,18,18,10,9,45.0,3.0,11,NW,SW
2404,2012,11,12,0.0,4,4,16,15,46.0,3.0,28,SE,SE
2405,2011,11,22,1.0,14,11,0,0,47.0,3.0,15,NE,SE
2406,2011,12,21,2.0,15,3,10,9,51.0,3.0,39,NE,SW
2407,2012,08,10,4.0,0,0,16,15,32.0,2.0,1,SE,SE
2408,2012,01,20,4.0,3,5,4,4,3.0,1.0,0,SW,SE
2409,2012,03,29,3.0,3,5,4,4,13.0,1.0,0,SW,SE
2410,2012,05,12,5.0,15,3,16,15,19.0,1.0,7,NE,SE
2411,2011,12,31,5.0,11,12,5,6,52.0,3.0,61,NE,NE
2412,2013,01,29,1.0,10,9,6,13,5.0,1.0,47,SW,NE
2413,2012,04,01,6.0,0,0,12,14,13.0,1.0,55,SE,SE
2414,2011,12,18,6.0,3,5,17,16,50.0,3.0,62,SW,SW
2415,2012,08,04,5.0,10,9,6,13,31.0,2.0,47,SW,NE
2416,2011,10,02,6.0,14,11,3,5,39.0,3.0,4,NE,SW
2417,2012,02,14,1.0,3,5,17,16,7.0,1.0,62,SW,SW
2418,2011,10,03,0.0,1,1,10,9,40.0,3.0,49,NE,SW
2419,2012,10,17,2.0,0,0,13,10,42.0,3.0,58,SE,SE
2420,2012,12,16,6.0,19,17,4,4,50.0,3.0,32,SW,SE
2421,2012,01,20,4.0,15,3,5,6,3.0,1.0,44,NE,NE
2422,2012,02,20,0.0,1,1,0,0,8.0,1.0,18,NE,SE
2423,2012,02,01,2.0,6,13,1,1,5.0,1.0,36,NE,NE
2424,2011,12,08,3.0,19,17,1,1,49.0,3.0,53,SW,NE
2425,2012,09,30,6.0,19,17,15,3,39.0,3.0,41,SW,NE
2426,2013,02,08,4.0,16,15,1,1,6.0,1.0,45,SE,NE
2427,2012,11,18,6.0,10,9,1,1,46.0,3.0,49,SW,NE
2428,2012,01,01,6.0,15,3,11,12,52.0,1.0,12,NE,NE
2429,2011,10,12,2.0,0,0,14,11,41.0,3.0,15,SE,NE
2430,2012,11,19,0.0,0,0,3,5,47.0,3.0,26,SE,SW
2431,2012,08,23,3.0,2,2,11,12,34.0,2.0,59,SE,NE
2432,2012,04,09,0.0,0,0,2,2,15.0,1.0,37,SE,SE
2433,2012,12,09,6.0,15,3,14,11,49.0,3.0,54,NE,NE
2434,2012,07,14,5.0,13,10,8,12,28.0,2.0,19,SE,NE
2435,2012,09,01,5.0,0,0,6,13,35.0,3.0,3,SE,NE
2436,2012,11,03,5.0,1,1,10,9,44.0,3.0,49,NE,SW
2437,2013,01,28,0.0,15,3,17,16,5.0,1.0,31,NE,SW
2438,2012,11,19,0.0,11,12,2,2,47.0,3.0,59,NE,SE
2439,2012,11,03,5.0,11,12,1,1,44.0,3.0,35,NE,NE
2440,2012,08,27,0.0,10,9,15,3,35.0,2.0,39,SW,NE
2441,2011,11,26,5.0,6,13,19,17,47.0,3.0,50,NE,SW
2442,2012,04,20,4.0,15,3,3,5,16.0,1.0,21,NE,SW
2443,2012,12,07,4.0,3,5,19,17,49.0,3.0,23,SW,SW
2444,2012,04,21,5.0,15,3,19,17,16.0,1.0,41,NE,SW
2445,2012,06,13,2.0,15,3,6,13,24.0,2.0,10,NE,NE
2446,2011,09,24,5.0,18,18,10,9,38.0,3.0,11,NW,SW
2447,2011,10,19,2.0,3,5,15,3,42.0,3.0,21,SW,NE
2448,2012,02,26,6.0,1,1,15,3,8.0,1.0,22,NE,NE
2449,2011,09,22,3.0,2,2,11,12,38.0,3.0,59,SE,NE
2450,2011,10,28,4.0,19,17,1,1,43.0,3.0,53,SW,NE
2451,2012,01,30,0.0,9,8,19,17,5.0,1.0,56,SW,SW
2452,2012,12,06,3.0,15,3,3,5,49.0,3.0,21,NE,SW
2453,2013,02,09,5.0,10,9,3,5,6.0,1.0,17,SW,SW
2454,2011,09,17,5.0,3,5,18,18,37.0,3.0,25,SW,NW
2455,2012,03,09,4.0,13,10,11,12,10.0,1.0,20,SE,NE
2456,2012,12,13,3.0,0,0,15,3,50.0,3.0,60,SE,NE
2457,2012,06,17,6.0,11,12,1,1,24.0,2.0,35,NE,NE
2458,2012,10,28,6.0,1,1,0,0,43.0,3.0,18,NE,SE
2459,2011,12,24,5.0,15,3,6,13,51.0,3.0,10,NE,NE
2460,2012,03,28,2.0,6,13,1,1,13.0,1.0,36,NE,NE
2461,2012,07,16,0.0,0,0,16,15,29.0,2.0,1,SE,SE
2462,2012,12,10,0.0,19,17,18,18,50.0,3.0,63,SW,NW
2463,2013,02,19,1.0,19,17,8,12,8.0,1.0,51,SW,NE
2464,2012,04,27,4.0,10,9,6,13,17.0,1.0,47,SW,NE
2465,2012,11,02,4.0,4,4,10,9,44.0,3.0,27,SE,SW
2466,2012,03,25,6.0,4,4,0,0,12.0,1.0,5,SE,SE
2467,2012,10,31,2.0,10,9,3,5,44.0,3.0,17,SW,SW
2468,2012,01,29,6.0,14,11,0,0,4.0,1.0,15,NE,SE
2469,2012,10,27,5.0,8,12,12,14,43.0,3.0,16,NE,SE
2470,2012,12,07,4.0,4,4,10,9,49.0,3.0,27,SE,SW
2471,2012,05,18,4.0,4,4,15,3,20.0,1.0,8,SE,NE
2472,2012,10,04,3.0,6,13,10,9,40.0,3.0,47,NE,SW
2473,2011,10,05,2.0,6,13,15,3,40.0,3.0,10,NE,NE
2474,2013,02,15,4.0,18,18,10,9,7.0,1.0,11,NW,SW
2475,2012,11,12,0.0,6,13,0,0,46.0,3.0,3,NE,SE
2476,2012,06,25,0.0,6,13,19,17,26.0,2.0,50,NE,SW
2477,2012,08,23,3.0,10,9,18,18,34.0,2.0,11,SW,NW
2478,2012,06,08,4.0,17,16,15,3,23.0,2.0,31,SW,NE
2479,2012,06,10,6.0,15,3,7,7,23.0,2.0,13,NE,SE
2480,2012,04,12,3.0,2,2,11,12,15.0,1.0,59,SE,NE
2481,2012,04,15,6.0,16,15,4,4,15.0,1.0,28,SE,SE
2482,2012,02,07,1.0,8,12,12,14,6.0,1.0,16,NE,SE
2483,2011,11,10,3.0,1,1,6,13,45.0,3.0,36,NE,NE
2484,2011,11,08,1.0,10,9,15,3,45.0,3.0,39,SW,NE
2485,2012,10,28,6.0,9,8,4,4,43.0,3.0,24,SW,SE
2486,2013,02,06,2.0,11,12,1,1,6.0,1.0,35,NE,NE
2487,2011,09,24,5.0,1,1,16,15,38.0,3.0,45,NE,SE
2488,2012,01,25,2.0,1,1,19,17,4.0,1.0,53,NE,SW
2489,2013,01,17,3.0,13,10,11,12,3.0,1.0,20,SE,NE
2490,2012,04,17,1.0,4,4,9,8,16.0,1.0,24,SE,SW
2491,2012,08,26,6.0,4,4,0,0,34.0,2.0,5,SE,SE
2492,2012,07,09,0.0,0,0,11,12,28.0,2.0,6,SE,NE
2493,2012,06,22,4.0,5,6,15,3,25.0,2.0,44,NE,NE
2494,2011,10,25,1.0,15,3,1,1,43.0,3.0,22,NE,NE
2495,2012,05,28,0.0,19,17,15,3,22.0,1.0,41,SW,NE
2496,2012,12,07,4.0,3,5,17,16,49.0,3.0,62,SW,SW
2497,2012,06,17,6.0,4,4,11,12,24.0,2.0,30,SE,NE
2498,2011,10,18,1.0,8,12,13,10,42.0,3.0,19,NE,SE
2499,2011,11,05,5.0,0,0,19,17,44.0,3.0,43,SE,SW
2500,2012,08,15,2.0,1,1,19,17,33.0,2.0,53,NE,SW
2501,2012,06,09,5.0,15,3,14,11,23.0,2.0,54,NE,NE
2502,2011,09,08,3.0,9,8,8,12,36.0,3.0,46,SW,NE
2503,2012,04,27,4.0,18,18,15,3,17.0,1.0,42,NW,NE
2504,2012,04,08,6.0,4,4,3,5,14.0,1.0,0,SE,SW
2505,2012,08,20,0.0,10,9,15,3,34.0,2.0,39,SW,NE
2506,2012,05,25,4.0,3,5,18,18,21.0,1.0,25,SW,NW
2507,2012,03,26,0.0,3,5,14,11,13.0,1.0,4,SW,NE
2508,2013,01,18,4.0,15,3,10,9,3.0,1.0,39,NE,SW
2509,2012,03,04,6.0,15,3,10,9,9.0,1.0,39,NE,SW
2510,2012,09,19,2.0,13,10,8,12,38.0,3.0,19,SE,NE
2511,2012,12,15,5.0,11,12,15,3,50.0,3.0,12,NE,NE
2512,2012,09,29,5.0,4,4,16,15,39.0,3.0,28,SE,SE
2513,2013,02,28,3.0,11,12,15,3,9.0,1.0,12,NE,NE
2514,2012,09,19,2.0,16,15,15,3,38.0,3.0,7,SE,NE
2515,2011,10,08,5.0,10,9,19,17,40.0,3.0,52,SW,SW
2516,2012,12,24,0.0,0,0,15,3,52.0,3.0,60,SE,NE
2517,2011,10,06,3.0,0,0,3,5,40.0,3.0,26,SE,SW
2518,2011,11,08,1.0,2,2,0,0,45.0,3.0,37,SE,SE
2519,2012,03,07,2.0,6,13,12,14,10.0,1.0,14,NE,SE
2520,2012,05,28,0.0,10,9,15,3,22.0,1.0,39,SW,NE
2521,2011,11,06,6.0,15,3,9,8,44.0,3.0,34,NE,SW
2522,2013,02,03,6.0,19,17,1,1,5.0,1.0,53,SW,NE
2523,2012,02,23,3.0,0,0,16,15,8.0,1.0,1,SE,SE
2524,2011,12,06,1.0,0,0,10,9,49.0,3.0,40,SE,SW
2525,2012,01,11,2.0,2,2,0,0,2.0,1.0,37,SE,SE
2526,2012,12,25,1.0,19,17,0,0,52.0,3.0,43,SW,SE
2527,2012,03,20,1.0,19,17,1,1,12.0,1.0,53,SW,NE
2528,2012,10,26,4.0,12,14,0,0,43.0,3.0,55,SE,SE
2529,2012,08,06,0.0,18,18,19,17,32.0,2.0,63,NW,SW
2530,2011,11,25,4.0,3,5,9,8,47.0,3.0,2,SW,SW
2531,2012,10,26,4.0,8,12,13,10,43.0,3.0,19,NE,SE
2532,2012,04,09,0.0,12,14,6,13,15.0,1.0,14,SE,NE
2533,2013,02,24,6.0,10,9,4,4,8.0,1.0,27,SW,SE
2534,2011,11,05,5.0,0,0,16,15,44.0,3.0,1,SE,SE
2535,2011,10,27,3.0,1,1,6,13,43.0,3.0,36,NE,NE
2536,2012,12,07,4.0,6,13,1,1,49.0,3.0,36,NE,NE
2537,2012,11,13,1.0,4,4,1,1,46.0,3.0,33,SE,NE
2538,2012,03,27,1.0,15,3,18,18,13.0,1.0,42,NE,NW
2539,2013,01,05,5.0,7,7,10,9,1.0,1.0,29,SE,SW
2540,2012,09,19,2.0,9,8,8,12,38.0,3.0,46,SW,NE
2541,2011,11,16,2.0,1,1,15,3,46.0,3.0,22,NE,NE
2542,2012,03,15,3.0,8,12,10,9,11.0,1.0,48,NE,SW
2543,2012,12,16,6.0,0,0,5,6,50.0,3.0,57,SE,NE
2544,2012,08,19,6.0,18,18,15,3,33.0,2.0,42,NW,NE
2545,2012,11,18,6.0,3,5,19,17,46.0,3.0,23,SW,SW
2546,2012,06,25,0.0,0,0,3,5,26.0,2.0,26,SE,SW
2547,2012,04,26,3.0,17,16,15,3,17.0,1.0,31,SW,NE
2548,2012,09,12,2.0,8,12,19,17,37.0,3.0,51,NE,SW
2549,2012,01,01,6.0,12,14,16,15,52.0,1.0,9,SE,SE
2550,2012,08,22,2.0,15,3,9,8,34.0,2.0,34,NE,SW
2551,2011,12,30,4.0,11,12,1,1,52.0,3.0,35,NE,NE
2552,2012,10,30,1.0,11,12,2,2,44.0,3.0,59,NE,SE
2553,2011,09,09,4.0,9,8,4,4,36.0,3.0,24,SW,SE
2554,2012,02,18,5.0,19,17,3,5,7.0,1.0,23,SW,SW
2555,2012,02,25,5.0,11,12,0,0,8.0,1.0,6,NE,SE
2556,2012,03,17,5.0,13,10,0,0,11.0,1.0,58,SE,SE
2557,2011,11,04,4.0,10,9,18,18,44.0,3.0,11,SW,NW
2558,2012,01,07,5.0,16,15,12,14,1.0,1.0,9,SE,SE
2559,2011,10,01,5.0,4,4,16,15,39.0,3.0,28,SE,SE
2560,2013,01,03,3.0,6,13,15,3,1.0,1.0,10,NE,NE
2561,2012,03,06,1.0,16,15,12,14,10.0,1.0,9,SE,SE
2562,2012,06,05,1.0,0,0,15,3,23.0,2.0,60,SE,NE
2563,2013,03,03,6.0,7,7,15,3,9.0,1.0,13,SE,NE
2564,2012,10,09,1.0,1,1,6,13,41.0,3.0,36,NE,NE
2565,2012,05,11,4.0,5,6,15,3,19.0,1.0,44,NE,NE
2566,2011,11,28,0.0,18,18,3,5,48.0,3.0,25,NW,SW
2567,2011,10,25,1.0,4,4,9,8,43.0,3.0,24,SE,SW
2568,2012,04,03,1.0,10,9,1,1,14.0,1.0,49,SW,NE
2569,2011,10,22,5.0,3,5,4,4,42.0,3.0,0,SW,SE
2570,2012,01,11,2.0,4,4,1,1,2.0,1.0,33,SE,NE
2571,2012,04,26,3.0,10,9,15,3,17.0,1.0,39,SW,NE
2572,2013,02,18,0.0,3,5,18,18,8.0,1.0,25,SW,NW
2573,2012,05,13,6.0,1,1,19,17,19.0,1.0,53,NE,SW
2574,2012,06,28,3.0,16,15,12,14,26.0,2.0,9,SE,SE
2575,2012,12,01,5.0,9,8,10,9,48.0,3.0,38,SW,SW
2576,2012,04,07,5.0,0,0,11,12,14.0,1.0,6,SE,NE
2577,2012,10,18,3.0,6,13,12,14,42.0,3.0,14,NE,SE
2578,2013,01,19,5.0,6,13,19,17,3.0,1.0,50,NE,SW
2579,2012,11,30,4.0,16,15,0,0,48.0,3.0,1,SE,SE
2580,2012,01,03,1.0,19,17,4,4,1.0,1.0,32,SW,SE
2581,2012,06,08,4.0,15,3,18,18,23.0,2.0,42,NE,NW
2582,2012,08,17,4.0,13,10,8,12,33.0,2.0,19,SE,NE
2583,2012,11,05,0.0,10,9,6,13,45.0,3.0,47,SW,NE
2584,2012,02,15,2.0,3,5,10,9,7.0,1.0,17,SW,SW
2585,2012,03,21,2.0,10,9,1,1,12.0,1.0,49,SW,NE
2586,2011,10,20,3.0,11,12,1,1,42.0,3.0,35,NE,NE
2587,2011,10,11,1.0,0,0,13,10,41.0,3.0,58,SE,SE
2588,2012,01,04,2.0,19,17,10,9,1.0,1.0,52,SW,SW
2589,2012,08,22,2.0,4,4,1,1,34.0,2.0,33,SE,NE
2590,2012,11,18,6.0,1,1,0,0,46.0,3.0,18,NE,SE
2591,2013,02,04,0.0,2,2,11,12,6.0,1.0,59,SE,NE
2592,2011,11,02,2.0,0,0,12,14,44.0,3.0,55,SE,SE
2593,2011,12,29,3.0,0,0,2,2,52.0,3.0,37,SE,SE
2594,2011,10,02,6.0,10,9,18,18,39.0,3.0,11,SW,NW
2595,2012,09,25,1.0,3,5,17,16,39.0,3.0,62,SW,SW
2596,2012,08,28,1.0,17,16,15,3,35.0,2.0,31,SW,NE
2597,2012,10,15,0.0,19,17,0,0,42.0,3.0,43,SW,SE
2598,2011,10,06,3.0,12,14,6,13,40.0,3.0,14,SE,NE
2599,2011,11,26,5.0,19,17,8,12,47.0,3.0,51,SW,NE
2600,2012,04,06,4.0,10,9,3,5,14.0,1.0,17,SW,SW
2601,2012,07,25,2.0,11,12,1,1,30.0,2.0,35,NE,NE
2602,2012,03,04,6.0,0,0,1,1,9.0,1.0,18,SE,NE
2603,2012,07,21,5.0,13,10,8,12,29.0,2.0,19,SE,NE
2604,2012,10,26,4.0,15,3,6,13,43.0,3.0,10,NE,NE
2605,2011,09,30,4.0,0,0,19,17,39.0,3.0,43,SE,SW
2606,2012,07,16,0.0,1,1,6,13,29.0,2.0,36,NE,NE
2607,2011,12,09,4.0,3,5,10,9,49.0,3.0,17,SW,SW
2608,2012,01,12,3.0,12,14,16,15,2.0,1.0,9,SE,SE
2609,2012,08,16,3.0,15,3,19,17,33.0,2.0,41,NE,SW
2610,2012,01,09,0.0,15,3,19,17,2.0,1.0,41,NE,SW
2611,2012,01,05,3.0,10,9,4,4,1.0,1.0,27,SW,SE
2612,2011,10,24,0.0,1,1,15,3,43.0,3.0,22,NE,NE
2613,2011,12,25,6.0,8,12,19,17,51.0,3.0,51,NE,SW
2614,2011,10,19,2.0,0,0,5,6,42.0,3.0,57,SE,NE
2615,2011,10,07,4.0,4,4,11,12,40.0,3.0,30,SE,NE
2616,2012,09,28,4.0,15,3,16,15,39.0,3.0,7,NE,SE
2617,2012,02,18,5.0,15,3,0,0,7.0,1.0,60,NE,SE
2618,2012,03,14,2.0,16,15,0,0,11.0,1.0,1,SE,SE
2619,2012,06,02,5.0,0,0,11,12,22.0,2.0,6,SE,NE
2620,2012,08,22,2.0,6,13,0,0,34.0,2.0,3,NE,SE
2621,2012,02,02,3.0,10,9,7,7,5.0,1.0,29,SW,SE
2622,2012,04,04,2.0,15,3,10,9,14.0,1.0,39,NE,SW
2623,2013,01,13,6.0,11,12,13,10,2.0,1.0,20,NE,SE
2624,2012,08,29,2.0,8,12,10,9,35.0,2.0,48,NE,SW
2625,2012,01,17,1.0,4,4,15,3,3.0,1.0,8,SE,NE
2626,2012,06,21,3.0,0,0,19,17,25.0,2.0,43,SE,SW
2627,2012,12,07,4.0,12,14,6,13,49.0,3.0,14,SE,NE
2628,2012,01,11,2.0,16,15,0,0,2.0,1.0,1,SE,SE
2629,2011,12,17,5.0,10,9,15,3,50.0,3.0,39,SW,NE
2630,2011,11,16,2.0,8,12,12,14,46.0,3.0,16,NE,SE
2631,2011,12,23,4.0,5,6,15,3,51.0,3.0,44,NE,NE
2632,2011,12,16,4.0,7,7,10,9,50.0,3.0,29,SE,SW
2633,2013,02,12,1.0,10,9,4,4,7.0,1.0,27,SW,SE
2634,2011,10,29,5.0,0,0,19,17,43.0,3.0,43,SE,SW
2635,2011,12,04,6.0,15,3,6,13,48.0,3.0,10,NE,NE
2636,2012,12,08,5.0,0,0,1,1,49.0,3.0,18,SE,NE
2637,2011,11,09,2.0,11,12,1,1,45.0,3.0,35,NE,NE
2638,2013,01,11,4.0,8,12,13,10,2.0,1.0,19,NE,SE
2639,2013,02,21,3.0,4,4,16,15,8.0,1.0,28,SE,SE
2640,2012,08,31,4.0,6,13,0,0,35.0,2.0,3,NE,SE
2641,2012,04,11,2.0,15,3,7,7,15.0,1.0,13,NE,SE
2642,2012,12,14,4.0,4,4,15,3,50.0,3.0,8,SE,NE
2643,2012,01,02,0.0,4,4,19,17,1.0,1.0,32,SE,SW
2644,2012,12,05,2.0,3,5,19,17,49.0,3.0,23,SW,SW
2645,2012,01,06,4.0,11,12,5,6,1.0,1.0,61,NE,NE
2646,2012,11,24,5.0,17,16,3,5,47.0,3.0,62,SW,SW
2647,2012,08,06,0.0,15,3,19,17,32.0,2.0,41,NE,SW
2648,2011,12,04,6.0,3,5,4,4,48.0,3.0,0,SW,SE
2649,2011,12,20,1.0,4,4,9,8,51.0,3.0,24,SE,SW
2650,2013,02,20,2.0,1,1,6,13,8.0,1.0,36,NE,NE
2651,2012,04,14,5.0,10,9,19,17,15.0,1.0,52,SW,SW
2652,2012,03,24,5.0,8,12,13,10,12.0,1.0,19,NE,SE
2653,2012,10,28,6.0,5,6,15,3,43.0,3.0,44,NE,NE
2654,2013,02,28,3.0,6,13,10,9,9.0,1.0,47,NE,SW
2655,2012,02,12,6.0,16,15,15,3,6.0,1.0,7,SE,NE
2656,2012,07,04,2.0,18,18,10,9,27.0,2.0,11,NW,SW
2657,2011,11,08,1.0,0,0,12,14,45.0,3.0,55,SE,SE
2658,2012,10,30,1.0,11,12,4,4,44.0,3.0,30,NE,SE
2659,2012,03,17,5.0,15,3,19,17,11.0,1.0,41,NE,SW
2660,2012,06,08,4.0,18,18,19,17,23.0,2.0,63,NW,SW
2661,2011,11,19,5.0,10,9,15,3,46.0,3.0,39,SW,NE
2662,2011,12,08,3.0,8,12,12,14,49.0,3.0,16,NE,SE
2663,2011,12,13,1.0,15,3,0,0,50.0,3.0,60,NE,SE
2664,2012,04,04,2.0,19,17,9,8,14.0,1.0,56,SW,SW
2665,2011,10,23,6.0,4,4,3,5,42.0,3.0,0,SE,SW
2666,2012,11,17,5.0,10,9,9,8,46.0,3.0,38,SW,SW
2667,2011,10,24,0.0,14,11,3,5,43.0,3.0,4,NE,SW
2668,2012,12,29,5.0,8,12,13,10,52.0,3.0,19,NE,SE
2669,2011,10,23,6.0,0,0,4,4,42.0,3.0,5,SE,SE
2670,2012,05,26,5.0,0,0,11,12,21.0,1.0,6,SE,NE
2671,2012,08,05,6.0,16,15,1,1,31.0,2.0,45,SE,NE
2672,2011,10,06,3.0,15,3,16,15,40.0,3.0,7,NE,SE
2673,2013,02,15,4.0,15,3,9,8,7.0,1.0,34,NE,SW
2674,2012,04,01,6.0,15,3,14,11,13.0,1.0,54,NE,NE
2675,2012,03,11,6.0,1,1,6,13,10.0,1.0,36,NE,NE
2676,2012,08,23,3.0,10,9,8,12,34.0,2.0,48,SW,NE
2677,2012,04,30,0.0,15,3,18,18,18.0,1.0,42,NE,NW
2678,2012,06,04,0.0,3,5,17,16,23.0,2.0,62,SW,SW
2679,2012,09,25,1.0,9,8,10,9,39.0,3.0,38,SW,SW
2680,2012,04,30,0.0,10,9,0,0,18.0,1.0,40,SW,SE
2681,2011,09,25,6.0,1,1,10,9,38.0,3.0,49,NE,SW
2682,2012,08,11,5.0,4,4,15,3,32.0,2.0,8,SE,NE
2683,2013,02,03,6.0,11,12,2,2,5.0,1.0,59,NE,SE
2684,2012,10,06,5.0,10,9,8,12,40.0,3.0,48,SW,NE
2685,2012,04,07,5.0,19,17,3,5,14.0,1.0,23,SW,SW
2686,2012,10,12,4.0,4,4,10,9,41.0,3.0,27,SE,SW
2687,2011,12,25,6.0,18,18,19,17,51.0,3.0,63,NW,SW
2688,2012,06,01,4.0,8,12,10,9,22.0,2.0,48,NE,SW
2689,2013,02,03,6.0,19,17,9,8,5.0,1.0,56,SW,SW
2690,2012,06,27,2.0,1,1,19,17,26.0,2.0,53,NE,SW
